"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityEndTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"21NC01WQ","4/22/82","11:40:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.53","Final","Actual"
"21NC01WQ","10/13/80","14:45:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.57","Final","Actual"
"21NC01WQ","6/11/82","11:10:00","","","21NC01WQ-J1330000","","","Stream stage"," ","5.27","Final","Actual"
"21NC01WQ","7/23/86","10:40:00","","","21NC01WQ-J1330000","","","Stream stage"," ","0.83","Final","Actual"
"21NC01WQ","3/16/81","14:15:00","","","21NC01WQ-J1330000","","","Stream stage"," ","3.46","Final","Actual"
"21NC01WQ","7/13/88","16:50:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","54","Final","Actual"
"21NC01WQ","2/21/90","10:50:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","62","Final","Actual"
"21NC01WQ","11/28/90","12:30:00","","","21NC01WQ-J1330000","","","Alkalinity, Carbonate as CaCO3","Total","69","Final","Actual"
"21NC01WQ","2/5/75","14:45:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","10.5","Final","Actual"
"21NC01WQ","8/4/71","13:55:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","53","Final","Calculated"
"21NC01WQ","8/4/71","13:55:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","75","Final","Actual"
"21NC01WQ","4/20/71","12:50:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","102","Final","Calculated"
"21NC01WQ","11/17/70","13:45:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","12","Final","Actual"
"21NC01WQ","11/17/70","13:45:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","75","Final","Calculated"
"21NC01WQ","8/28/68","12:55:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","21","Final","Actual"
"21NC01WQ","7/14/69","11:20:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","26","Final","Actual"
"21NC01WQ","9/8/71","11:25:00","","","21NC01WQ-J1290000","","","pH","Total","6","Final","Actual"
"21NC01WQ","11/17/70","13:45:00","","","21NC01WQ-J1290000","","","pH","Total","6.5","Final","Actual"
"21NC01WQ","8/28/68","12:55:00","","","21NC01WQ-J1290000","","","pH","Total","6.8","Final","Actual"
"21NC01WQ","7/7/70","10:00:00","","","21NC01WQ-J1290000","","","pH","Total","6.6","Final","Actual"
"21NC01WQ","8/31/70","14:35:00","","","21NC01WQ-J1290000","","","pH","Total","6.7","Final","Actual"
"21NC01WQ","7/14/69","11:20:00","","","21NC01WQ-J1290000","","","pH","Total","6.8","Final","Actual"
"21NC01WQ","8/21/69","13:10:00","","","21NC01WQ-J1290000","","","pH","Total","6.7","Final","Actual"
"21NC01WQ","4/20/71","12:50:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","112","Final","Actual"
"21NC01WQ","9/8/71","11:25:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","54","Final","Actual"
"21NC01WQ","11/17/70","13:45:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","86","Final","Actual"
"21NC01WQ","7/24/72","13:40:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","62","Final","Actual"
"21NC01WQ","5/25/72","12:25:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","44","Final","Actual"
"21NC01WQ","8/28/68","12:55:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","44","Final","Actual"
"21NC01WQ","11/5/74","12:05:00","","","21NC01WQ-J1290000","","","Specific conductance"," ","295","Final","Actual"
"21NC01WQ","8/19/68","13:30:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","87.8","Final","Calculated"
"21NC01WQ","8/19/68","13:30:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","56","Final","Calculated"
"21NC01WQ","8/4/71","13:55:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","4.6","Final","Actual"
"21NC01WQ","6/28/71","12:05:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","5","Final","Actual"
"21NC01WQ","4/20/71","12:50:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","9.2","Final","Actual"
"21NC01WQ","11/17/70","13:45:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","9.2","Final","Actual"
"21NC01WQ","6/28/71","12:05:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","67","Final","Calculated"
"21NC01WQ","7/24/72","13:40:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","84","Final","Calculated"
"21NC01WQ","5/25/72","12:25:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","90","Final","Calculated"
"21NC01WQ","8/31/70","14:35:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","76","Final","Calculated"
"21NC01WQ","8/21/69","13:10:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","4.8","Final","Actual"
"21NC01WQ","7/14/69","11:20:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","44","Final","Calculated"
"21NC01WQ","7/7/70","10:00:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","26","Final","Actual"
"21NC01WQ","8/21/69","13:10:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","80.6","Final","Calculated"
"21NC01WQ","9/8/71","11:25:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","25","Final","Actual"
"21NC01WQ","4/20/71","12:50:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","21","Final","Actual"
"21NC01WQ","11/17/70","13:45:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","53.6","Final","Calculated"
"21NC01WQ","8/28/68","12:55:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","69.8","Final","Calculated"
"21NC01WQ","1/10/75","12:10:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","8","Final","Actual"
"21NC01WQ","1/10/75","12:10:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","86","Final","Calculated"
"21NC01WQ","1/10/75","12:10:00","","","21NC01WQ-J1290000","","","Specific conductance"," ","140","Final","Actual"
"21NC01WQ","2/5/75","14:45:00","","","21NC01WQ-J1290000","","","Specific conductance"," ","89","Final","Actual"
"21NC01WQ","8/14/73","12:20:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","6.2","Final","Actual"
"21NC01WQ","6/28/71","12:05:00","","","21NC01WQ-J1290000","","","pH","Total","6.8","Final","Actual"
"21NC01WQ","4/20/71","12:50:00","","","21NC01WQ-J1290000","","","pH","Total","6.5","Final","Actual"
"21NC01WQ","8/4/71","13:55:00","","","21NC01WQ-J1290000","","","pH","Total","6.4","Final","Actual"
"21NC01WQ","8/14/73","12:20:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","29","Final","Actual"
"21NC01WQ","8/14/73","12:20:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","45","Final","Actual"
"21NC01WQ","1/10/75","12:10:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","51","Final","Actual"
"21NC01WQ","6/28/71","12:05:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","107","Final","Actual"
"21NC01WQ","8/31/70","14:35:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","93","Final","Actual"
"21NC01WQ","1/10/75","12:10:00","","","21NC01WQ-J1290000","","","Turbidity","Total","36","Final","Actual"
"21NC01WQ","5/25/72","12:25:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","8.4","Final","Actual"
"21NC01WQ","7/24/72","13:40:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","6.4","Final","Actual"
"21NC01WQ","8/14/73","12:20:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","80","Final","Calculated"
"21NC01WQ","2/5/75","14:45:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","85","Final","Calculated"
"21NC01WQ","1/10/75","12:10:00","","","21NC01WQ-J1290000","","","pH","Total","6.8","Final","Actual"
"21NC01WQ","7/14/69","11:20:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","87","Final","Actual"
"21NC01WQ","8/19/68","13:30:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","31","Final","Actual"
"21NC01WQ","8/19/68","13:30:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","4.2","Final","Actual"
"21NC01WQ","8/19/68","13:30:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","50","Final","Actual"
"21NC01WQ","11/17/70","13:45:00","","","21NC01WQ-J1290000","","","True color"," ","170","Final","Actual"
"21NC01WQ","8/14/73","12:20:00","","","21NC01WQ-J1290000","","","pH","Total","7.1","Final","Actual"
"21NC01WQ","9/8/71","11:25:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","77","Final","Calculated"
"21NC01WQ","6/28/71","12:05:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","31","Final","Actual"
"21NC01WQ","2/5/75","14:45:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","6.5","Final","Actual"
"21NC01WQ","4/20/71","12:50:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","69.8","Final","Calculated"
"21NC01WQ","5/25/72","12:25:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","66.2","Final","Calculated"
"21NC01WQ","7/24/72","13:40:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","30","Final","Actual"
"21NC01WQ","7/24/72","13:40:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","86","Final","Calculated"
"21NC01WQ","1/10/75","12:10:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","46.4","Final","Calculated"
"21NC01WQ","11/5/74","12:05:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","66.2","Final","Calculated"
"21NC01WQ","11/5/74","12:05:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","19","Final","Actual"
"21NC01WQ","8/14/73","12:20:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","84.2","Final","Calculated"
"21NC01WQ","2/5/75","14:45:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","43.7","Final","Calculated"
"21NC01WQ","8/4/71","13:55:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","32","Final","Actual"
"21NC01WQ","8/4/71","13:55:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","89.6","Final","Calculated"
"21NC01WQ","8/31/70","14:35:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","32","Final","Actual"
"21NC01WQ","7/7/70","10:00:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","78.8","Final","Calculated"
"21NC01WQ","8/31/70","14:35:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","89.6","Final","Calculated"
"21NC01WQ","7/14/69","11:20:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","78.8","Final","Calculated"
"21NC01WQ","9/8/71","11:25:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","73","Final","Calculated"
"21NC01WQ","6/28/71","12:05:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","87.8","Final","Calculated"
"21NC01WQ","1/10/75","12:10:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","10.2","Final","Actual"
"21NC01WQ","11/5/74","12:05:00","","","21NC01WQ-J1290000","","","Biochemical oxygen demand, standard conditions","Total","18","Final","Actual"
"21NC01WQ","5/25/72","12:25:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","19","Final","Actual"
"21NC01WQ","11/5/74","12:05:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","63","Final","Calculated"
"21NC01WQ","8/19/68","13:30:00","","","21NC01WQ-J1290000","","","pH","Total","6.5","Final","Actual"
"21NC01WQ","8/21/69","13:10:00","","","21NC01WQ-J1290000","","","Temperature, water"," ","27","Final","Actual"
"21NC01WQ","8/21/69","13:10:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","76","Final","Actual"
"21NC01WQ","7/7/70","10:00:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","32","Final","Calculated"
"21NC01WQ","7/7/70","10:00:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","2.6","Final","Actual"
"21NC01WQ","7/7/70","10:00:00","","","21NC01WQ-J1290000","","","Alkalinity, total","Total","120","Final","Actual"
"21NC01WQ","5/25/72","12:25:00","","","21NC01WQ-J1290000","","","pH","Total","6.3","Final","Actual"
"21NC01WQ","7/24/72","13:40:00","","","21NC01WQ-J1290000","","","pH","Total","7.2","Final","Actual"
"21NC01WQ","11/5/74","12:05:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","5.9","Final","Actual"
"21NC01WQ","9/8/71","11:25:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","6.1","Final","Actual"
"21NC01WQ","8/28/68","12:55:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","6.9","Final","Actual"
"21NC01WQ","8/31/70","14:35:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","5.6","Final","Actual"
"21NC01WQ","8/28/68","12:55:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","77","Final","Calculated"
"21NC01WQ","7/14/69","11:20:00","","","21NC01WQ-J1290000","","","Dissolved oxygen (DO)","Dissolved","6.9","Final","Actual"
"21NC01WQ","8/21/69","13:10:00","","","21NC01WQ-J1290000","","","Dissolved oxygen saturation","Dissolved","59","Final","Calculated"
"21NC01WQ","11/17/70","13:45:00","","","21NC01WQ-J1290000","","","Turbidity","Total","45","Final","Actual"
"21NC01WQ","2/5/75","14:45:00","","","21NC01WQ-J1290000","","","Turbidity severity (choice list)"," ","0","Final",""
"21NC01WQ","1/10/75","12:10:00","","","21NC01WQ-J1290000","","","Turbidity severity (choice list)"," ","0","Final",""
"21NC01WQ","8/14/73","12:20:00","","","21NC01WQ-J1290000","","","Turbidity severity (choice list)"," ","0","Final",""
"21NC01WQ","11/5/74","12:05:00","","","21NC01WQ-J1290000","","","Flow, severity (choice list)"," ","0","Final",""
"21NC01WQ","2/5/75","14:45:00","","","21NC01WQ-J1290000","","","Flow, severity (choice list)"," ","0","Final",""
"21NC01WQ","1/10/75","12:10:00","","","21NC01WQ-J1290000","","","Flow, severity (choice list)"," ","0","Final",""
"21NC01WQ","8/14/73","12:20:00","","","21NC01WQ-J1290000","","","Flow, severity (choice list)"," ","0","Final",""
"21NC01WQ","11/5/74","12:05:00","","","21NC01WQ-J1290000","","","Turbidity severity (choice list)"," ","0","Final",""
"21NC01WQ","7/7/70","10:00:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","6/28/71","12:05:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","8/4/71","13:55:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","11/17/70","13:45:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","5/25/72","12:25:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","8/31/70","14:35:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","2/5/75","14:45:00","","","21NC01WQ-J1290000","","","Stream stage"," ","20.6","Final","Actual"
"21NC01WQ","9/8/71","11:25:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","4/20/71","12:50:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","8/28/68","12:55:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","8/19/68","13:30:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","7/24/72","13:40:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","8/21/69","13:10:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","7/14/69","11:20:00","","","21NC01WQ-J1290000","","","Alkalinity, Carbonate as CaCO3","Total","0","Final","Actual"
"21NC01WQ","11/5/74","12:05:00","","","21NC01WQ-J1290000","","","Chemical oxygen demand","Total","27","Final","Actual"
"21NC02WQ","9/20/07","12:00:00","","","21NC02WQ-J1330000","","","Specific conductance","Total","478","Final","Actual"
"21NC02WQ","10/31/07","11:30:00","","","21NC02WQ-J1330000","","","pH","Total","7.6","Final","Actual"
"21NC02WQ","4/18/06","14:00:00","","","21NC02WQ-J1330000","","","Temperature, water","","19.3","Final","Actual"
"21NC02WQ","7/28/06","10:50:00","","","21NC02WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","5.9","Final","Actual"
"21NC02WQ","1/26/06","13:45:00","","","21NC02WQ-J1330000","","","Turbidity","Total","3.6","Final","Actual"
"21NC02WQ","11/3/06","10:15:00","","","21NC02WQ-J1330000","","","Specific conductance","Total","438","Final","Actual"
"21NC02WQ","3/8/06","13:16:00","","","21NC02WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","3.2","Final","Actual"
"21NC02WQ","4/1/04","11:50:00","","","21NC02WQ-J1330000","","","Turbidity","Total","85","Final","Actual"
"21NC02WQ","4/1/04","11:50:00","","","21NC02WQ-J1330000","","","Salinity","Total","0.1","Final","Actual"
"21NC02WQ","11/29/05","13:15:00","","","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4.8","Final","Actual"
"21NC02WQ","9/23/05","11:00:00","","","21NC02WQ-J1330000","","","pH","Total","7.4","Final","Actual"
"21NC02WQ","5/4/05","14:00:00","","","21NC02WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","1.7","Final","Actual"
"21NC02WQ","2/10/05","13:35:00","","","21NC02WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","10.9","Final","Actual"
"21NC02WQ","3/23/05","13:30:00","","","21NC02WQ-J1330000","","","Salinity","Total","0.1","Final","Actual"
"21NC02WQ","3/1/04","12:45:00","","","21NC02WQ-J1330000","","","Specific conductance","Total","366","Final","Actual"
"21NC02WQ","1/5/04","12:55:00","","","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","7","Final","Actual"
"21NC02WQ","4/23/02","11:40:00","","","21NC02WQ-J1330000","","","Turbidity","Total","3","Final","Actual"
"21NC02WQ","5/13/02","14:45:00","","","21NC02WQ-J1330000","","","Turbidity","Total","3.8","Final","Actual"
"21NC02WQ","11/15/04","14:50:00","","","21NC02WQ-J1330000","","","pH","Total","6.8","Final","Actual"
"21NC02WQ","10/1/02","12:45:00","","","21NC02WQ-J1330000","","","pH","Total","7.6","Final","Actual"
"21NC02WQ","11/14/02","14:30:00","","","21NC02WQ-J1330000","","","Temperature, water","","14.6","Final","Actual"
"21NC02WQ","12/3/02","13:25:00","","","21NC02WQ-J1330000","","","Temperature, water","","11.3","Final","Actual"
"21NC02WQ","8/5/03","16:10:00","","","21NC02WQ-J1330000","","","Specific conductance","Total","278","Final","Actual"
"21NC02WQ","2/20/03","14:15:00","","","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","9","Final","Actual"
"21NC02WQ","3/4/03","12:40:00","","","21NC02WQ-J1330000","","","Specific conductance","Total","250","Final","Actual"
"21NC02WQ","7/16/03","12:25:00","","","21NC02WQ-J1330000","","","Kjeldahl nitrogen","Total","0.87","Final","Actual"
"21NC02WQ","10/1/03","12:55:00","","","21NC02WQ-J1330000","","","Temperature, water","","18.4","Final","Actual"
"21NC02WQ","7/16/03","12:25:00","","","21NC02WQ-J1330000","","","Specific conductance","Total","299","Final","Actual"
"21NC02WQ","1/8/03","12:35:00","","","21NC02WQ-J1330000","","","pH","Total","7.1","Final","Actual"
"21NC02WQ","1/8/03","12:35:00","","","21NC02WQ-J1330000","","","Specific conductance","Total","320","Final","Actual"
"21NC02WQ","2/25/02","12:30:00","","","21NC02WQ-J1330000","","","Specific conductance","Total","425","Final","Actual"
